date	hour	drivers_onduty	t_onduty	t_occupied	n_pass	n_trip	n_mile	earnings	precip
2011-04-02	1	13222	9579.684	2490.181	17713	12196	40951.622	161771.24	0
2011-04-02	2	11481	8186.385	2071.262	15361	10559	35206.937	137273.69	0
2011-04-02	3	9148	6551.858	1613.58	11918	8273	28790.099	109467.02	0
2011-04-02	4	6324	4319.635	1137.186	7587	5436	22172.998	80843.16	0
2011-04-02	5	3141	2146.466	545.242	3452	2663	12644.168	43225.01	0
2011-04-02	6	3043	2138.162	505.836	3352	2801	12277.787	41844.71	0
2011-04-02	7	3993	2766.165	611.451	4559	3827	13950.63	49797.72	0
2011-04-02	8	5752	4045.795	881.67	6686	5561	17276.422	63943.85	0
2011-04-02	9	8059	5808.381	1267.725	9993	7954	21458.784	84266.43	0
2011-04-02	10	9425	6841.181	1550.311	11867	9113	23424.701	95570.23	0
2011-04-02	11	10525	7656.788	1797.821	13698	10215	26345.939	108891.82	0
2011-04-02	12	11596	8511.851	2058.823	15420	11347	28578.805	120344.28	0
2011-04-02	13	11816	8757.349	2187.186	15841	11301	29189.934	124876.71	0
2011-04-02	14	11945	8962.79	2288.107	15790	11250	30233.375	127826.06	0
2011-04-02	15	11866	8910.137	2337.633	15635	11092	31123.625	130976.67	0
2011-04-02	16	10563	7855.174	2027.118	13645	9573	26848.008	113291.81	0
2011-04-02	17	11654	8825.315	2200.938	16421	11312	28670.682	122635.01	0
2011-04-02	18	14341	10849.464	2785.608	19746	13713	34901.635	151885.41	0
2011-04-02	19	15410	11733.465	3024.197	22090	14788	37756.242	164324.94	0
2011-04-02	20	15179	11417.294	2943.068	21493	14289	37714.451	168148.12	0
2011-04-02	21	14532	10812.885	2730.988	20720	13743	36869.104	161180.26	0
2011-04-02	22	15237	11612.791	2955.501	22450	14760	40451.744	173789.4	0
2011-04-02	23	15626	12510.919	3690.634	22607	14641	48874.781	207144.91	0
2011-04-03	0	12840	10122.549	2903.958	23713	15368	40999.056	171618.18	0
2011-04-03	1	14089	10417.009	2729.275	19733	13091	42222.258	169290.37	0
2011-04-03	2	12601	9231.869	2361.88	17632	11816	39573.801	153763.76	0
2011-04-03	3	10782	7737.109	1951.333	14512	9913	34503.15	130831.24	0
2011-04-03	4	7384	5147.79	1375.575	9222	6382	26773.805	95841.95	0
2011-04-03	5	3556	2496.892	620.072	3951	2941	13949.463	47942.76	0
2011-04-03	6	2973	2079.457	494.418	3279	2630	12026.383	40075.16	0
2011-04-03	7	3730	2587.15	585.8	4323	3538	13805.116	47896.36	0
2011-04-03	8	4557	3206.18	698.86	5369	4329	15191.032	54210.4	0
2011-04-03	9	6490	4667.789	996.726	8359	6400	19545.647	72386.37	0
2011-04-03	10	8800	6324.234	1405.014	11822	8668	24811.941	95194.21	0
2011-04-03	11	10497	7611.699	1759.486	14103	10311	27995.697	112360.51	0
2011-04-03	12	11607	8607.393	2105.601	15766	11329	31397.97	128428.73	0
2011-04-03	13	11707	8667.925	2248.457	15579	11129	32683.736	133295.05	0
2011-04-03	14	11710	8812.265	2390.642	15483	10970	33624.214	137632.91	0
2011-04-03	15	11483	8724.907	2347.375	14712	10469	33846.369	136485.45	0
2011-04-03	16	10729	7978.403	2175.768	13732	9775	31775.233	127733.41	0
2011-04-03	17	11032	8437.436	2296.001	14541	10463	32889.926	133017.2	0
2011-04-03	18	11573	8729.326	2281.344	14723	10590	32486.613	133393.48	0
2011-04-03	19	11055	8042.906	2050.895	13995	10128	31768.156	125456.05	0
2011-04-03	20	10348	7532.747	1873.97	13060	9581	30858.065	123632.41	0
2011-04-03	21	9496	6858.707	1717.339	11953	8809	29613.315	115875.73	0
2011-04-03	22	8734	6257.511	1512.458	10837	8031	28666.128	108613.56	0
2011-04-03	23	7254	5213.042	1380.963	8708	6625	28698.534	103471.92	0
2011-04-04	0	8613	6168.513	1638.837	16442	9685	33398.697	120392.34	0
2011-04-04	1	6919	4719.445	1214.503	10103	6036	25056.306	88158.34	0.04
2011-04-04	2	4150	2839.758	716.312	5933	3591	14215.99	49445.1	0.02
2011-04-04	3	2789	1915.809	470.905	3997	2439	9512.607	32856.44	0
2011-04-04	4	2766	1908.699	500.444	3953	2479	11978.924	40407.05	0
2011-04-04	5	4382	3222.933	729.377	6295	4150	19029.374	66030.19	0
2011-04-04	6	11018	8075.345	1725.922	16363	11256	35884.797	131101.45	0
2011-04-04	7	19930	14951.542	3542.21	30224	20371	56576.958	223153.86	0
2011-04-04	8	25294	19318.664	5201.426	37809	25056	67307.258	288358.42	0
2011-04-04	9	25792	19270.416	5244.853	35930	23855	64965.674	287436.79	0
2011-04-04	10	22011	16017.171	4210.426	30598	19794	55207.242	238660.99	0
2011-04-04	11	20374	14705.231	3695.361	29565	18763	51639.404	217456.22	0
2011-04-04	12	20730	15060.903	3818.952	30696	19344	51979.385	221625.24	0
2011-04-04	13	20303	14846.582	3640.88	30719	19175	52624.711	219179.7	0
2011-04-04	14	22015	16205.969	4127.293	33645	20997	59426.778	245351.32	0
2011-04-04	15	22501	16421.573	4352.044	35098	21253	62314.221	255599.48	0
2011-04-04	16	20259	14825.207	3893.184	31694	18896	58050.191	250037.08	0
2011-04-04	17	23654	17821.303	4558.816	38176	23232	63543.025	286219.5	0
2011-04-04	18	28143	20706.598	5319.973	44700	27372	72840.984	335964.91	0
2011-04-04	19	27411	19661.56	4830.242	43508	26595	71772.75	321670.34	0
2011-04-04	20	25452	18454.295	4393.478	40717	24891	72404.282	298090.3	0
2011-04-04	21	23946	17147.836	4176.148	38657	23221	72757.546	289133.87	0
2011-04-04	22	21262	15129.141	3856.674	33629	20030	67771.362	264873.61	0
2011-04-04	23	16519	11847.188	3148.467	25367	15136	59314.428	221728.7	0
2011-04-05	0	9754	6892.03	1811.93	17710	10775	36330.009	133771.94	0
2011-04-05	1	6947	4653.321	1131.559	9797	5924	23383.634	83451.8	0
2011-04-05	2	4470	3006.301	729.56	6388	3933	14836.441	53048.69	0
2011-04-05	3	2963	2018.949	490.218	4167	2612	10452.021	36667.14	0
2011-04-05	4	2564	1760.494	436.758	3733	2295	10163.665	34589.05	0
2011-04-05	5	3874	2765.247	592.928	5601	3695	15034.947	53160.82	0
2011-04-05	6	10879	7757.905	1601.318	16610	11185	32683.031	120982.79	0
2011-04-05	7	21517	16175.421	3797.87	34084	22529	55351.857	228471.65	0.01
2011-04-05	8	27217	20931.364	5630.734	40778	26513	64070.981	293305.66	0
2011-04-05	9	27248	20391.44	5729.481	38449	25014	64085.238	297040.27	0
2011-04-05	10	24063	17964.793	4693.044	34364	21849	54351.645	248354.14	0
2011-04-05	11	27131	20886.167	5657.662	41740	26144	56985.927	280621.53	0.1
2011-04-05	12	26496	19974.219	5499.594	38502	23971	57069.78	275674.78	0.02
2011-04-05	13	25645	19593.144	5138.459	38372	23795	58025.385	268139.26	0.01
2011-04-05	14	27822	21397.37	5919.939	42331	25951	63348.655	298225.74	0.02
2011-04-05	15	25945	19740.41	5726.353	38322	23465	63537.647	289742.14	0
2011-04-05	16	21574	15911.015	4435.309	31751	19173	55254.506	256258.22	0
2011-04-05	17	24951	19226.776	5075.098	40071	24573	63727.676	301823.61	0
2011-04-05	18	30876	23568.905	6456.441	49053	30134	74136.789	371452.87	0
2011-04-05	19	31420	23250.45	6004.688	49546	30374	78605.699	372865.27	0
2011-04-05	20	29730	21650.319	5311.19	47664	29179	81185.43	345945.54	0
2011-04-05	21	28479	21014.245	5153.829	47060	28275	83751.148	343691.6	0
2011-04-05	22	27469	20075.89	5060.081	45270	26678	84869.057	339802.28	0
2011-04-05	23	21160	15164.594	4203.781	32275	19098	74336.668	285534.3	0
2011-04-06	0	11782	8350.748	2285.322	21702	13048	42304.303	161136.21	0
2011-04-06	1	8657	5815.845	1418.139	12503	7560	26787.183	99631.15	0
2011-04-06	2	5489	3686.2	888.039	7784	4763	17319.445	63155.5	0
2011-04-06	3	3575	2455.777	582.642	4988	3112	11706.38	41745.72	0
2011-04-06	4	2982	2017.911	503.306	4260	2660	11660.118	40211.44	0
2011-04-06	5	3899	2836.908	613.159	5667	3741	15587.841	55444.31	0
2011-04-06	6	11066	8054.43	1665.927	16928	11344	32990.544	124029.96	0
2011-04-06	7	21201	16123.667	3831.524	32935	22051	56359.126	232419.22	0
2011-04-06	8	26551	20470.994	5617.37	39287	25824	63990.237	294192.05	0
2011-04-06	9	27012	20536.621	5810.337	37977	24954	62940.948	297177.7	0
2011-04-06	10	24436	18315.149	5032.189	33530	21680	56981.721	261804.95	0
2011-04-06	11	22998	17482.898	4570.681	33420	20950	53009.775	240382.82	0
2011-04-06	12	24782	18733.407	5237.725	35836	22678	57880.099	270755.3	0
2011-04-06	13	24306	18425.205	5058.131	35442	22083	59146.525	268594.27	0
2011-04-06	14	25312	19542.955	5581.798	37462	23116	65112.651	292689.69	0
2011-04-06	15	24895	19136.574	5555.121	37200	22502	65226.076	289001.93	0
2011-04-06	16	21347	16084.259	4604.154	31374	18866	55739.629	260514.37	0
2011-04-06	17	22528	18287.883	5519.018	34959	21224	54172.856	281112.82	0
2011-04-06	18	28758	22974.146	7149.606	43131	26392	68325.672	358775.91	0.01
2011-04-06	19	31139	23829.035	6841.593	47219	28748	76903.239	377822.5	0
2011-04-06	20	31785	23891.248	6288.537	51243	31042	83029.039	370641.68	0.02
2011-04-06	21	30920	23147.763	6093.018	50437	30035	90521.008	376436.18	0.01
2011-04-06	22	29065	21454.747	5731.481	47132	27828	91254.155	365503.75	0.01
2011-04-06	23	23967	17712.699	5119.519	37364	21964	84148.11	328721.59	0.02
2011-04-07	0	13705	9849.452	2754.144	26350	15600	46813.711	182718.69	0.02
2011-04-07	1	10012	6761.135	1690.72	14243	8612	30934.376	116147.07	0.02
2011-04-07	2	6261	4248.4	1030.867	8974	5473	19516.746	72021.03	0
2011-04-07	3	4180	2835.43	691.986	5945	3640	13911.038	49309.84	0
2011-04-07	4	3430	2343.982	615.675	4779	3058	14221.688	48308.25	0
2011-04-07	5	4321	3114.954	710.037	5993	3991	17881.482	62640.57	0
2011-04-07	6	11580	8372.003	1721.752	17366	11741	35335.891	131176.14	0
2011-04-07	7	22058	16590.862	3861.211	34550	23017	59823.494	241845.89	0
2011-04-07	8	27460	21296.666	5722.023	41494	27047	68135.066	305495.63	0
2011-04-07	9	28125	21623.05	6033.771	39463	25965	65577.405	308908.04	0
2011-04-07	10	25700	19318	5456.573	35897	23126	59512.125	279852.59	0
2011-04-07	11	24708	18747.368	5039.403	35169	22446	58021.923	266055.78	0
2011-04-07	12	25435	19374.314	5323.642	37159	23393	59936.83	279083.03	0
2011-04-07	13	24929	19024.126	5162.414	36346	22889	63121.202	279949.54	0
2011-04-07	14	26426	20465.78	5759.017	39088	24459	70853.771	309469.78	0
2011-04-07	15	25148	19333.034	5721.563	36814	22561	67674.811	298171.43	0
2011-04-07	16	20877	15842.247	4591.11	30370	18232	57799.776	262614.11	0
2011-04-07	17	24178	19104.082	5232.644	38823	23311	63575.982	299958.77	0
2011-04-07	18	30421	23625.666	6667.402	48129	29118	77004.605	377970.74	0
2011-04-07	19	31918	24098.446	6642.99	50848	30565	80226.837	387754.62	0
2011-04-07	20	31607	23633.19	6254.261	51289	30631	87573.981	379306.11	0
2011-04-07	21	30952	23299.839	6064.844	50877	30030	92069.904	380285.01	0
2011-04-07	22	30195	22670.186	6061.868	50075	29163	93520.294	380428.69	0
2011-04-07	23	26580	20200.734	5857.754	42159	24438	93322.662	370221.48	0
2011-04-08	0	18226	13513.247	3825.678	36361	21002	61878.152	249029.73	0
2011-04-08	1	15238	10520.628	2724.504	22531	13205	46555.819	180440.15	0
2011-04-08	2	10111	6976.644	1711.672	15237	8944	31307.155	118739.6	0
2011-04-08	3	6866	4722.994	1144.416	10254	6032	21975.852	80865.64	0
2011-04-08	4	5294	3699.39	946.337	7759	4678	21171.163	73761.99	0
2011-04-08	5	4990	3540.391	855.935	7119	4559	22159.633	76753.65	0
2011-04-08	6	11249	8109.89	1747.737	17086	11362	36900.351	133937.23	0
2011-04-08	7	21354	15988.844	3710.02	33195	21899	58617.516	234445.4	0
2011-04-08	8	27360	20976.213	5606.059	41142	26824	68907.896	304482.7	0
2011-04-08	9	27529	20830.231	5686.139	38731	25364	64348.162	298123.85	0
2011-04-08	10	24859	18806.638	5180.526	35367	22379	59330.845	271953.58	0
2011-04-08	11	23904	18233.406	4937.979	34598	21626	56374.269	258328.32	0
2011-04-08	12	24676	18909.796	5306.946	36484	22692	59672.961	276379.52	0
2011-04-08	13	23543	18172.68	4968.548	35250	21940	61873.92	271974.98	0
2011-04-08	14	25679	19988.094	5742.762	39617	24108	69023.441	303873.99	0
2011-04-08	15	24643	18907.434	5686.859	36160	21778	66103.421	290874.11	0
2011-04-08	16	20788	15716.625	4635.192	30545	18208	55302.432	257286.41	0
2011-04-08	17	24059	18985.18	5336.911	38866	23183	62429.492	295332.35	0
2011-04-08	18	31148	24118.867	6525.274	51054	30224	77645.024	374177.86	0
2011-04-08	19	33195	25463.366	6957.721	55408	32338	82927.037	400524.84	0
2011-04-08	20	32903	24746.439	6638.27	55220	31526	87556.983	387056.32	0
2011-04-08	21	31187	23441.812	6154.63	53297	29859	85575.573	367961.18	0
2011-04-08	22	31525	23886.195	6325.359	55110	30481	88648.012	374994.24	0
2011-04-08	23	30858	23927.745	7064.528	53410	29200	100382.02	415884.15	0
2011-04-09	0	24397	18939.837	5453.443	53976	29264	79266.694	329514.55	0
2011-04-09	1	25969	19061.174	5039.78	43337	24044	78553.499	313380.52	0
2011-04-09	2	22075	15935.278	4117.287	36652	20243	68592.758	266077.74	0
2011-04-09	3	17295	12215.763	3044.413	28012	15549	54148.81	204618.13	0
2011-04-09	4	11853	8099.558	2207.643	18083	10245	42488.237	151930.02	0
2011-04-09	5	5626	3875.538	1024.595	7828	4716	23637.07	80273	0
2011-04-09	6	5239	3592.387	895.417	7412	4760	21647.96	72584.34	0
2011-04-09	7	7648	5363.724	1201.789	11280	7343	26375.195	93049.43	0
2011-04-09	8	11802	8352.309	1860.029	18644	11746	34090.035	128816.49	0
2011-04-09	9	16484	11881.023	2713.405	26780	16388	42581.689	171228.41	0
2011-04-09	10	19612	14396.93	3424.872	31897	19026	48606.621	201917.3	0
2011-04-09	11	22363	16728.157	4121.43	36511	21557	55236.953	234092.03	0
2011-04-09	12	24183	18227.209	4708.831	39732	23108	58944.465	257139.75	0
2011-04-09	13	24593	18778.828	5104.176	40857	23352	61257.044	269329.34	0
2011-04-09	14	23981	18412.199	5142.518	37879	21719	60707.726	266591.2	0
2011-04-09	15	23664	18165.18	5172.513	37658	21466	60893.279	266680.31	0
2011-04-09	16	21514	15986.618	4511.376	34712	19420	57043.75	242257.01	0
2011-04-09	17	23382	18106.988	4831.184	41079	22771	60565.835	258753.77	0
2011-04-09	18	28711	22335.969	6031.94	49635	27699	70944.613	312536.67	0
2011-04-09	19	31265	24032.994	6668.262	53741	29655	75254.548	337713.6	0
2011-04-09	20	31284	23652.928	6383.082	54422	29721	77084.595	348998.26	0
2011-04-09	21	30664	23065.869	6031.059	54468	29279	76586.647	340305.95	0
2011-04-09	22	32319	24668.78	6494.758	58811	31436	84785.259	368159.46	0
2011-04-09	23	31616	24981.084	7456.165	55989	29772	95482.278	410029.67	0
2011-04-10	0	26174	20546.164	5972.221	59551	31848	82111.716	347463.57	0
2011-04-10	1	28844	21165.844	5550.621	50237	27193	84792.928	340993.61	0
2011-04-10	2	25295	18350.184	4715.664	43572	23879	78131.765	303144.28	0
2011-04-10	3	20671	14848.012	3799.438	34904	19050	66445.583	251897.79	0
2011-04-10	4	14276	9757.54	2620.382	22461	12382	50594.109	181735.74	0
2011-04-10	5	6525	4505.575	1175.447	9289	5450	26934.906	90137.07	0
2011-04-10	6	4988	3449.214	846.947	6879	4310	20975.056	68537.89	0
2011-04-10	7	5820	4082.315	936.959	8381	5367	23502.1	79124.05	0
2011-04-10	8	8860	6174.558	1362.038	13912	8668	29103.822	104237.2	0
2011-04-10	9	12507	8843.829	1872.809	20741	12477	36459.115	135367.3	0
2011-04-10	10	17549	12446.646	2797.742	30297	17718	48575.446	188154.77	0
2011-04-10	11	20685	14970.05	3521.345	35277	20648	56545.728	223969.98	0
2011-04-10	12	23038	17043.825	4272.999	39281	22588	62309.338	255003.65	0
2011-04-10	13	23916	17994.667	4720.596	40432	23247	68194.963	277156.45	0
2011-04-10	14	24300	18255.386	4963.658	40191	23044	71739.246	288370.66	0
2011-04-10	15	23463	17728.523	4881.587	37851	21757	71500.928	283323.06	0
2011-04-10	16	22090	16720.546	4664.136	35469	20230	70044.209	272276.07	0
2011-04-10	17	22581	17172.461	4689.296	37384	21452	70693.629	277038.47	0
2011-04-10	18	23256	17513.511	4577.557	37762	21763	69195.023	272337.68	0
2011-04-10	19	23183	17001.238	4472.54	37819	21850	70600.531	275286.05	0
2011-04-10	20	20497	14695.986	3687.623	32959	19031	62791.346	245949.13	0
2011-04-10	21	18967	13672.307	3361.67	31376	18071	60114.936	233643.24	0
2011-04-10	22	17790	12763.592	3187.262	28911	16733	60197.267	225781.46	0
2011-04-10	23	14944	10695.682	2964.603	22981	13525	60337.002	216558.74	0
2011-04-11	0	8202	5745.485	1528.952	15247	9117	31860.506	114132.32	0
2011-04-11	1	6374	4264.413	1075.354	9198	5565	23414.1	81593.29	0
2011-04-11	2	4069	2768.487	672.528	5794	3563	13608.168	47866.93	0
2011-04-11	3	2757	1916.617	451.809	3906	2412	9242.932	32148.8	0
2011-04-11	4	2870	2024.095	508.122	4155	2631	12284.212	41681.58	0
2011-04-11	5	4501	3258.377	751.326	6538	4261	20192.27	69572.1	0
2011-04-11	6	11033	8090.643	1736.289	16553	11233	37123.019	134011.78	0
2011-04-11	7	20068	15226.113	3520.369	30958	20656	56459.779	222553.32	0
2011-04-11	8	25228	19368.801	5151.457	37997	24834	64889.471	281066.07	0
2011-04-11	9	25585	19117.59	5239.228	36139	23779	65433.654	287440.04	0
2011-04-11	10	22430	16461.948	4329.388	31265	20272	58192.277	247949.32	0
2011-04-11	11	20847	15109.19	3904.794	30154	19130	52712.18	223677.4	0
2011-04-11	12	21274	15615.111	4050.558	31658	19918	53639.615	231191.07	0
2011-04-11	13	21183	15678.01	4039.305	31475	19798	57458.048	237921.31	0
2011-04-11	14	23456	17608.506	4694.575	35862	22313	65060.46	269538.58	0
2011-04-11	15	23459	17577.746	4978.09	36045	21876	66278.709	276119.53	0
2011-04-11	16	20755	15423.897	4267.877	31763	18783	57523.698	255970.87	0
2011-04-11	17	23921	18519.491	4978.295	38589	23292	64213.281	295539.03	0
2011-04-11	18	28818	21916.567	5887.942	45137	27543	74855.576	351100.1	0
2011-04-11	19	28669	20887.998	5308.501	44850	27372	75784.309	341926.8	0
2011-04-11	20	26173	18996.222	4676.669	41131	25343	73843.06	307062.89	0
2011-04-11	21	24435	17824.514	4398.396	39012	23594	74488.197	297756.43	0
2011-04-11	22	23624	17304.571	4245.685	37859	22482	74433.155	290459.94	0
2011-04-11	23	18665	13395.223	3730.844	27035	16012	68693.72	257375.35	0
2011-04-12	0	9909	6947.552	1910.35	18192	10912	37967.751	139431.85	0
2011-04-12	1	7127	4812.11	1191.673	9938	6040	23622.238	85501.62	0
2011-04-12	2	4352	2955.292	718.567	6109	3825	14376.072	51619.07	0
2011-04-12	3	3064	2102.849	505.64	4191	2669	10627.063	37393.94	0
2011-04-12	4	2701	1906.639	461.302	3847	2416	11026.564	37376.65	0
2011-04-12	5	4176	3004.201	658.265	5822	3919	17182.819	60530.35	0
2011-04-12	6	11064	7867.563	1627.59	16357	11317	33437.861	124075.37	0
2011-04-12	7	21280	15869.362	3711.45	33072	22005	56313.406	228670.08	0
2011-04-12	8	27173	20824.21	5611.763	40749	26515	66625.516	298798.54	0
2011-04-12	9	27202	20540.696	5698.555	38089	24908	62668.617	293164.36	0
2011-04-12	10	24573	18487.195	5087.864	34308	21963	58204.732	266383.84	0
2011-04-12	11	26107	20381.353	5274.131	39041	24610	57367.033	269695.43	0.04
2011-04-12	12	29315	22489.994	6550.616	43973	27286	63440.747	316051.5	0.14
2011-04-12	13	25473	19112.686	5319.696	36350	22878	57660.424	271105.42	0.01
2011-04-12	14	25571	19484.313	5364.89	38218	23885	65427.707	289941.76	0
2011-04-12	15	24861	18574.061	5095.647	37765	22957	63686.798	278043.87	0
2011-04-12	16	21737	16189.154	4378.127	32800	19885	59747.865	266395.6	0
2011-04-12	17	25859	20181.552	5400.306	42980	25893	62928.624	307783.57	0.12
2011-04-12	18	30996	24094.995	6688.592	48791	29759	74232.11	369719.86	0.02
2011-04-12	19	33056	25051.855	6895.438	53217	31992	77813.105	390112.41	0.26
2011-04-12	20	30317	22587.439	5811.696	47271	28797	80427.997	351374.32	0.02
2011-04-12	21	29415	22049.58	5647.55	48517	28953	85454.242	355579.82	0.14
2011-04-12	22	27303	19922.136	5209.677	43038	25459	85129.09	340424.83	0.01
2011-04-12	23	20728	14839.015	4275.004	31921	18721	74035.719	286187.71	0
2011-04-13	0	12474	8851.528	2498.695	23502	14021	42026.725	164009.98	0.33
2011-04-13	1	8297	5574.373	1387.923	11280	6838	26128.869	96605.64	0
2011-04-13	2	4922	3371.148	816.29	7170	4333	15768.513	58004.61	0.01
2011-04-13	3	3302	2308.218	555.595	4609	2873	10710.024	38496.41	0.26
2011-04-13	4	2992	2107.857	532.725	4276	2696	11764.076	40790.88	0.07
2011-04-13	5	4215	3038.474	683.96	6169	3964	16318.419	58743.1	0.01
2011-04-13	6	12089	8891.848	1840.345	18548	12527	35015.263	132519.32	0.01
2011-04-13	7	22658	17301.977	4176.334	36047	23732	59456.783	247241.81	0.01
2011-04-13	8	28208	21800.616	5965.002	43039	27981	67333.117	309801.65	0.01
2011-04-13	9	28433	21790.224	6090.329	40680	26614	64449.845	307523.93	0
2011-04-13	10	26319	19876.629	5527.31	36909	23737	59253.526	279374.62	0
2011-04-13	11	25244	19352.735	5157.661	36354	23037	56625.746	265348.46	0
2011-04-13	12	25619	19097.505	5266.827	36997	23475	60466.486	278858.17	0
2011-04-13	13	24112	18091.54	4797.655	35537	22232	58973.065	263178.94	0
2011-04-13	14	25281	19236.593	5184.423	38001	23677	64548.212	284066.56	0
2011-04-13	15	24978	19019.327	5490.656	37573	23021	67956.812	292586.67	0
2011-04-13	16	20895	15394.422	4205.462	31533	18900	56681.312	255334.73	0
2011-04-13	17	24345	18696.54	5033.643	39887	24105	62825.468	297558.78	0
2011-04-13	18	30717	23560.142	6349.53	49457	30033	78103.815	375235.21	0
2011-04-13	19	31694	23599.001	6223.456	50708	30638	80030.131	379936.28	0
2011-04-13	20	30605	22534.349	5823.219	48630	29650	83856.721	362101.83	0
2011-04-13	21	29078	21580.951	5634.664	46629	27966	86200.611	357064.39	0
2011-04-13	22	27683	20647.564	5539.563	44831	26411	86822.092	352447.95	0
2011-04-13	23	23036	16738.162	4833.959	34811	20677	82814.962	320873.46	0
2011-04-14	0	13285	9456.462	2573.083	24930	14837	47890.526	181645.25	0
2011-04-14	1	10542	7185.263	1828.372	15376	9165	34812.237	127851.28	0
2011-04-14	2	6516	4449.171	1065.117	9430	5665	20880.851	76125.97	0
2011-04-14	3	4295	2954.192	705.43	6011	3691	14371.447	51185.38	0
2011-04-14	4	3710	2553.311	658.584	5352	3274	15507.01	52902.52	0
2011-04-14	5	4491	3198.425	747.376	6319	4223	19489.494	68428.55	0
2011-04-14	6	11431	8112.443	1737.425	17030	11624	36193.367	133129.01	0
2011-04-14	7	21590	16155.875	3829.726	33258	22311	59521.395	239201.02	0
2011-04-14	8	27181	20858.805	5611.797	40348	26524	66920.424	300368.35	0
2011-04-14	9	27283	20684.643	5880.154	37949	25049	65077.771	302583.13	0
2011-04-14	10	24828	18687.958	5162.728	34766	22385	60077.528	272982.91	0
2011-04-14	11	24103	18402.675	4982.335	34460	21849	57725.212	261107.5	0
2011-04-14	12	24758	18805.714	5387.366	35517	22334	59297.465	276008.76	0
2011-04-14	13	24426	18559.327	5271.651	35517	22099	64289.394	283376.6	0
2011-04-14	14	25777	19765.107	5710.856	38397	23773	70869.32	306512.63	0
2011-04-14	15	24953	19118.669	5681.554	36770	22416	68912.499	296676.23	0
2011-04-14	16	20850	15917.514	4698.514	30165	18193	58758.256	264176.78	0
2011-04-14	17	23861	18815.327	5419.691	38255	22961	65195.736	302556.61	0
2011-04-14	18	30295	23644.037	6880.395	47813	28876	80482.729	382997.24	0
2011-04-14	19	32009	24449.393	6747.833	50492	30391	84504.294	396672.21	0
2011-04-14	20	30947	23348.353	6241.386	48982	29488	85217.347	371523.2	0
2011-04-14	21	30409	22750.776	5983.273	49705	29353	91237.165	375388.79	0
2011-04-14	22	29585	22283.83	6014.688	48668	28307	92745.68	377385.55	0
2011-04-14	23	26866	20425.862	5977.101	43013	25036	93778.017	376136.86	0
2011-04-15	0	18413	13558.197	3849.738	36321	21250	62759.067	252448.59	0
2011-04-15	1	15247	10490.957	2646.741	22331	13209	46748.747	180328.87	0
2011-04-15	2	10415	7188.487	1777.262	16210	9431	33129.665	124090.54	0
2011-04-15	3	6988	4813.362	1153.392	10364	6182	22416.144	82130.41	0
2011-04-15	4	5223	3620.517	950.205	7614	4625	20961.974	72414.97	0
2011-04-15	5	4953	3513.689	839.448	7031	4554	21533.854	75084.81	0
2011-04-15	6	11356	8232.991	1753.739	17093	11496	37313.041	135201.85	0
2011-04-15	7	21212	15847.97	3696.006	32956	21815	57727.769	231154.83	0
2011-04-15	8	27005	20712.864	5551.471	40829	26529	68791.285	301220.15	0
2011-04-15	9	26955	20510.107	5671.564	38014	24734	64485.613	296049.73	0
2011-04-15	10	25018	18776.907	5127.742	35837	22622	58227.926	266321.64	0
2011-04-15	11	24384	18649.103	5179.996	36047	22370	56691.444	262890.37	0
2011-04-15	12	25166	19154.829	5427.449	37561	23182	62956.582	285348.55	0
2011-04-15	13	23531	18020.577	4895.9	36053	22103	62602.5	271830.3	0
2011-04-15	14	25112	19593.374	5593.418	38098	23607	67518.791	295183.78	0
2011-04-15	15	24629	19166.323	5760.835	36718	22101	66415.844	290972.33	0
2011-04-15	16	21527	16408.727	4851.967	31316	18491	58313.823	264970.19	0
2011-04-15	17	25048	19997.577	5569.012	40331	23992	66151.512	312076.21	0
2011-04-15	18	31961	24714.379	6818.203	51587	30723	82844.246	393862.01	0
2011-04-15	19	34113	26111.194	6983.788	57357	33395	88347.694	414888.65	0
2011-04-15	20	33458	25346.49	6745.285	56139	32215	87087.472	387767.17	0
2011-04-15	21	32512	24319.526	6363.732	55856	31318	89770.866	382372.48	0
2011-04-15	22	32415	24492.169	6464.399	57373	31757	94598.98	392133.85	0
2011-04-15	23	30799	24110.868	6980.654	53357	29316	101763.297	415590.12	0
2011-04-16	0	24557	19317.483	5409.397	53277	29383	80028.34	330916.59	0
2011-04-16	1	26433	19617.709	5201.244	43644	24163	80731.358	320287.86	0
2011-04-16	2	22162	16067.774	4164.292	36578	20273	69012.371	268992.65	0
2011-04-16	3	17153	12343.854	3076.135	27841	15480	54880.938	206144.16	0
2011-04-16	4	11795	8021.97	2188.712	17799	10066	42684.706	151274.46	0
2011-04-16	5	5526	3778.615	959.217	7694	4615	21917.383	75077.79	0
2011-04-16	6	5337	3632.088	884.528	7487	4887	21027.728	71527.56	0
2011-04-16	7	7720	5274.001	1161.014	11395	7414	25775.823	91249.04	0
2011-04-16	8	11593	8091.987	1764.067	17992	11438	33863.489	126054.02	0
2011-04-16	9	16926	11947.821	2645.423	27388	16971	43876.238	173222.76	0
2011-04-16	10	20773	14720.866	3339.586	34295	20577	50432.018	207096.96	0
2011-04-16	11	23660	17268.374	4039.727	39986	23562	57397.892	239715.39	0
2011-04-16	12	25855	19115.267	4689.811	43610	25436	62570.098	266866.73	0
