date	hour	drivers_onduty	t_onduty	t_occupied	n_pass	n_trip	n_mile	earnings	precip
2010-01-01	0	21059	17162.937	4229.637	46260	23586	57816.505	235750.03	0.01
2010-01-01	1	30705	22872.953	6567.611	58562	29377	91572.347	362791.21	0.01
2010-01-01	2	28853	21541.845	6029.36	53467	27196	90798.624	347947.75	0.01
2010-01-01	3	25494	18749.841	5076.086	45707	23527	82618.453	307949.68	0
2010-01-01	4	19216	13651.548	3765.046	32861	17167	66372.568	238964.76	0
2010-01-01	5	11763	8314.43	2215.475	18999	10131	41852.829	145192.99	0
2010-01-01	6	8007	5627.885	1505.799	12601	7041	30786.37	100664.88	0
2010-01-01	7	6125	4206.316	1108.833	9334	5365	24369.11	78760.62	0
2010-01-01	8	5403	3717.904	929.844	8259	4886	20328.709	66369.47	0
2010-01-01	9	6090	4251.026	967.14	9953	5678	20206.528	68108.15	0
2010-01-01	10	8410	5915.711	1268.526	14600	8094	26127.593	89729.03	0
2010-01-01	11	11081	7833.791	1721.165	20086	10918	33272.822	117725.04	0
2010-01-01	12	12867	9102.886	2034.175	24400	13124	38525.349	139309.39	0
2010-01-01	13	14354	10440.751	2372.681	27413	14756	44358.226	159135.7	0
2010-01-01	14	15607	11285.696	2658.339	28971	15557	48067.387	173019.77	0
2010-01-01	15	15969	11694.163	2792.848	30131	15848	48704.599	176854.25	0
2010-01-01	16	15909	11626.147	2796.539	29978	15640	46617.774	172375.26	0
2010-01-01	17	16834	12399.015	3026.246	32461	16614	47120.967	177256.21	0
2010-01-01	18	17398	12578.704	3029.878	31719	16577	45642.8	174810.73	0
2010-01-01	19	17812	12659.778	3182.865	33583	17233	44152.46	174501.24	0
2010-01-01	20	15630	11030.19	2563.09	28651	14729	39706.556	157293.17	0
2010-01-01	21	15287	10992.941	2533.337	28311	14495	40845.741	158023.88	0
2010-01-01	22	17049	12399.876	2965.024	32521	16672	46315.357	180390.35	0
2010-01-01	23	16171	11886.944	3106.689	29370	15305	49375.375	188245.31	0
2010-01-02	0	12705	9080.41	2251.957	28269	14725	38802.063	148648.58	0.01
2010-01-02	1	11540	7949.189	1847.484	20129	10770	33579.789	124388.88	0.01
2010-01-02	2	8979	6291.375	1436.016	15913	8471	26517.811	97917.75	0
2010-01-02	3	7098	5102.425	1161.857	12537	6634	22429.331	80450.71	0
2010-01-02	4	5587	3847.556	1021.889	9427	5005	21024.753	71563.92	0
2010-01-02	5	3084	2224.687	578.722	4390	2541	12684.924	42263.02	0
2010-01-02	6	3270	2400.517	679.912	4851	2907	15851.326	50323.31	0.01
2010-01-02	7	4311	3008.74	758.262	6323	3847	17381.425	57113.47	0
2010-01-02	8	5907	4172.567	966.794	9278	5547	20181.272	68869.73	0
2010-01-02	9	9329	6550.544	1396.102	15828	9143	27103.108	97318.68	0
2010-01-02	10	13045	9131.095	1973.068	22907	12864	35103.029	130823.01	0
2010-01-02	11	16160	11515.509	2542.439	29446	16242	41848.759	160763.95	0
2010-01-02	12	18866	13546.124	3116.595	35217	19118	47996.366	190050.28	0
2010-01-02	13	20632	15078.619	3620.114	38720	20788	52450.402	212077.56	0
2010-01-02	14	20648	15026.814	3730.272	37512	20156	55408.154	218640.73	0
2010-01-02	15	21484	15865.903	3913.363	39978	21355	57255.689	228389.02	0
2010-01-02	16	20798	15154.41	3745.713	38250	20261	53736.835	215110.09	0
2010-01-02	17	22399	16725.508	4220.439	43130	22778	58559.438	236283.74	0
2010-01-02	18	25195	18716.298	4649.633	47507	24876	61254.345	254592.62	0
2010-01-02	19	27442	20240.819	5097.356	53045	27627	64426.18	276014.27	0
2010-01-02	20	24233	17308.114	4140.903	44409	23058	57412.384	245249.42	0
2010-01-02	21	23844	17043.095	3982.285	45399	23383	59112.143	246443.6	0
2010-01-02	22	25244	18378.655	4366.262	49551	25231	64578.234	267042.68	0
2010-01-02	23	25159	18863.962	4901.613	48305	24587	74321.56	298438.12	0
2010-01-03	0	20289	14956.309	3918.293	47287	24238	61075.634	246020.97	0
2010-01-03	1	20773	14671.174	3497.341	37897	19840	59397.252	229648.99	0
2010-01-03	2	17479	12308.96	2942.792	31924	16831	52200.48	197558.92	0
2010-01-03	3	14259	10205.439	2402.777	25610	13486	45447.111	166231.88	0
2010-01-03	4	10144	6872.111	1773.742	16783	8993	36113.229	126864	0
2010-01-03	5	4448	3084.82	757.83	6561	3724	17919.548	60345.35	0
2010-01-03	6	3739	2691.673	656.885	5708	3379	16988.373	54644.08	0
2010-01-03	7	4323	3021.316	702.902	6442	3923	18554.58	60195.4	0
2010-01-03	8	5739	4056.436	886.394	9164	5431	21820.692	72523.1	0
2010-01-03	9	8822	6163.273	1263.843	15287	8664	27074.992	95549.21	0
2010-01-03	10	13526	9517.459	1983.033	24467	13643	37906.119	138807.05	0
2010-01-03	11	16930	12015.15	2577.566	30637	17075	45200.907	171721.36	0
2010-01-03	12	19473	13903.971	3172.755	35683	19627	51864.169	201647.25	0
2010-01-03	13	20724	14968.929	3489.251	38526	20983	54950.498	217986.39	0
2010-01-03	14	21725	15880.006	3869.549	39644	21729	58557.433	234096.23	0
2010-01-03	15	21800	15972.171	3974.919	39368	21536	62641.314	244149.29	0
2010-01-03	16	20504	15123.797	3830.084	36891	20303	58946.811	230557.97	0
2010-01-03	17	20589	15462.269	3836.074	37208	20464	56942.266	225081.78	0
2010-01-03	18	21080	15408.736	3683.337	36486	20355	57758.658	223984.36	0
2010-01-03	19	19568	14008.834	3223.909	33808	18758	53320.115	203912.44	0
2010-01-03	20	17101	11910.189	2696.699	29705	16363	47958.915	185691.61	0
2010-01-03	21	15231	10777.277	2470.57	26497	14614	48218.832	178692.72	0
2010-01-03	22	13884	9799.459	2324.132	23369	13186	47681.367	172392.63	0
2010-01-03	23	11848	8461.227	2247.927	19378	11147	49626.503	170402.67	0
2010-01-04	0	7413	5329.042	1388.991	14370	8277	31923.445	109053.16	0
2010-01-04	1	6045	4172.114	1038.599	8984	5247	25341.576	85204.94	0
2010-01-04	2	3766	2519.369	630.611	5494	3194	14327.424	48218.53	0
2010-01-04	3	2522	1719.595	421.541	3735	2228	9617.561	32143.96	0
2010-01-04	4	2552	1767.077	449.963	3803	2323	11254.973	37314.65	0
2010-01-04	5	3503	2489.175	533.766	4993	3313	13675.922	47938.67	0
2010-01-04	6	9401	6816.257	1389.554	14811	9808	29364.652	104893.81	0
2010-01-04	7	17558	12879.854	2942.686	27976	18318	49483.738	188971.11	0
2010-01-04	8	23443	17462.592	4298.456	36818	23794	60677.593	247939.41	0
2010-01-04	9	22105	15773.268	3880.758	31960	20471	54827.395	225411.74	0
2010-01-04	10	18442	13180.144	3170.702	27546	17101	49001.061	191613.53	0
2010-01-04	11	17065	12258.677	2879.99	26709	16089	44286.906	173865.39	0
2010-01-04	12	17827	12647.673	3078.456	28227	17112	46558.609	184785.54	0
2010-01-04	13	17875	12692.118	3075.109	28702	17099	47405.12	186138.96	0
2010-01-04	14	19392	14152.738	3419.099	31632	18909	51676.276	204158.34	0
2010-01-04	15	20342	14680.951	3662.171	33407	19656	55934.963	219597.98	0
2010-01-04	16	18971	13904.449	3421.402	31129	18269	52443.003	220462.1	0
2010-01-04	17	22209	16677.841	4077.492	37442	22312	57608.429	253907.39	0
2010-01-04	18	25936	19103.806	4720.786	42498	25723	65472.927	292881.25	0
2010-01-04	19	24798	17757.561	4159.952	40590	24309	63154.47	275560.84	0
2010-01-04	20	21124	14993.017	3501.939	34249	20366	59184.706	235768.16	0
2010-01-04	21	19053	13373.705	3174.093	30961	18354	56699.935	217784.84	0
2010-01-04	22	16270	11329.301	2698.975	25985	15217	50328.474	188737.32	0
2010-01-04	23	12705	8909.633	2320.993	20054	11710	47688.085	168931.41	0
2010-01-05	0	8120	5606.604	1416.724	15194	8950	29606.588	106062.23	0
2010-01-05	1	6011	3971.079	943.033	8867	5247	19680.951	69503.75	0
2010-01-05	2	3774	2531.406	601.403	5612	3351	12530.075	43813.47	0
2010-01-05	3	2591	1743.499	412.006	3917	2280	8673.316	29728.73	0
2010-01-05	4	2419	1670.913	419.302	3636	2200	10196.349	33939.79	0
2010-01-05	5	3349	2395.988	503.142	4924	3224	12549.951	43750.35	0
2010-01-05	6	9174	6575.785	1299.421	14188	9537	25470.378	93794.37	0
2010-01-05	7	18793	14186.968	3128.29	30731	19710	49029.787	193074.62	0
2010-01-05	8	26240	19733.587	5007.702	42508	26690	63178.959	273402.36	0
2010-01-05	9	25621	18786.776	4696.803	37711	24162	59066.246	256408.14	0
2010-01-05	10	21172	15072.724	3650.853	31153	19356	47587.845	203089.73	0
2010-01-05	11	19368	14101.702	3415.296	29764	18106	44545.62	189065.9	0
2010-01-05	12	20621	14900.803	3628.967	32120	19575	47792.642	203218.13	0
2010-01-05	13	20235	14718.515	3573.178	31628	19128	47816.197	201123.23	0
2010-01-05	14	21660	16008.926	4042.536	34175	20862	54123.024	225610.82	0
2010-01-05	15	22244	16379.524	4153.094	36504	21388	55952.502	232885.21	0
2010-01-05	16	19641	14268.786	3610.139	32204	18702	50699.55	221559.99	0
2010-01-05	17	22556	17042.045	4362.156	39163	22959	57045.073	259335.15	0
2010-01-05	18	28075	21019.483	5360.693	47343	28147	68713.869	319146.06	0
2010-01-05	19	28037	20372.79	4939.512	45957	27490	71616.076	318299.37	0
2010-01-05	20	24414	17291.855	4099.945	39553	23656	65439.623	267475.27	0
2010-01-05	21	22884	16377.785	3872.488	38702	22537	65841.273	260022.04	0
2010-01-05	22	19725	13760.69	3384.358	32040	18509	59214.447	228006.38	0
2010-01-05	23	15428	10913.968	2868.743	24602	14276	53217.525	195695.29	0
2010-01-06	0	9025	6202.706	1593.964	17147	9982	31624.76	115705.4	0
2010-01-06	1	6764	4469.319	1064.785	10053	5982	21156.227	76937.79	0
2010-01-06	2	4425	2972.296	689.786	6747	3909	13937.738	49879.67	0
2010-01-06	3	3150	2151.581	474.66	4621	2786	9773.008	34815.77	0
2010-01-06	4	2672	1810.974	430.85	3910	2365	9837.99	33947.3	0
2010-01-06	5	3346	2362.046	491.982	4930	3194	12113.013	42951.53	0
2010-01-06	6	9218	6639.078	1323.191	14268	9596	26385.179	96891.42	0
2010-01-06	7	18967	14201.237	3078.889	30508	19889	47088.053	189237.27	0
2010-01-06	8	26420	20057.545	5061.271	42473	26944	61912.582	272853.9	0
2010-01-06	9	26077	19093.762	4830.623	38345	24637	59339.98	262632.15	0
2010-01-06	10	21405	15336.323	3724.737	31616	19841	47627.582	206651.76	0
2010-01-06	11	20280	14703.518	3534.118	31027	19173	46155.021	198314.77	0
2010-01-06	12	21384	15330.369	3753.741	33258	20538	48164.312	208870.4	0
2010-01-06	13	21217	15690.725	3847.671	33079	20224	50425.248	214296.62	0
2010-01-06	14	22597	16873.7	4240.298	35420	21528	54694.559	231875.65	0
2010-01-06	15	22725	16724.277	4435.527	36724	21737	57320.653	241501.45	0
2010-01-06	16	19971	14513.049	3764.496	31862	18775	51076.022	226092.8	0
2010-01-06	17	23213	17694.624	4608.799	40306	23700	58684.152	269077.77	0
2010-01-06	18	28923	21741.852	5635.805	48836	28959	68308.576	325835.89	0
2010-01-06	19	29590	21773.757	5321.269	49223	29468	71769.379	330842.89	0
2010-01-06	20	26857	19716.161	4700.889	44505	26315	71202.855	297332.78	0
2010-01-06	21	25299	18316.321	4338.034	42351	24697	71281.093	284914.44	0
2010-01-06	22	22826	16226.511	3949.132	37691	21744	67776.141	263366.91	0
2010-01-06	23	17340	12042.882	3139.553	27077	15853	57968.392	215901.99	0
2010-01-07	0	10889	7555.139	1937.832	20475	12030	37159.838	137074.47	0
2010-01-07	1	7931	5286.814	1229.878	11801	6909	23951.75	87389.81	0
2010-01-07	2	5242	3518.496	826.796	8020	4719	16175.171	59120.04	0
2010-01-07	3	3561	2470.964	550.026	5262	3125	11206.114	39816.36	0
2010-01-07	4	3020	2084.873	518.051	4521	2709	11954.771	40605	0
2010-01-07	5	3518	2530.066	509.351	5087	3324	12486.585	43836.98	0
2010-01-07	6	9582	6939.97	1355.474	14831	9908	27135.771	99916.13	0
2010-01-07	7	19622	14581.694	3212.247	31716	20590	49629.173	198345.13	0
2010-01-07	8	26893	20324.898	5067.228	42894	27403	62258.748	274742.37	0
2010-01-07	9	26406	19349.007	4854.887	38914	24986	59267.177	263319.51	0
2010-01-07	10	21745	15577.18	3822.64	31864	19986	47649.451	209190.49	0
2010-01-07	11	20448	15060.453	3631.32	31141	19378	45560.734	198823.3	0
2010-01-07	12	21842	15731.293	3910.606	33473	20701	48475.844	214943.97	0
2010-01-07	13	21408	15661.23	3885.737	33180	20238	50059.302	215677.42	0
2010-01-07	14	23320	17532.379	4585.851	36874	22456	57595.529	247512.79	0
2010-01-07	15	23770	17612.215	4733.573	38583	22688	61341.085	258221.64	0
2010-01-07	16	20022	14603.008	3846.811	31793	18709	52735.412	231537.45	0
2010-01-07	17	23127	17850.561	4704.433	39605	23640	59736.563	272936.06	0
2010-01-07	18	29838	22790.357	5969.451	49782	29656	72989.709	343386.19	0
2010-01-07	19	31607	23449.043	5969.695	53239	31393	77274.09	359580.45	0
2010-01-07	20	28774	20874.132	5145.207	47234	27889	75418.728	317878.14	0
2010-01-07	21	26292	19005.062	4582.326	44375	25699	73552.035	294720.74	0
2010-01-07	22	26082	18897.928	4693.428	45365	25820	76603.246	302819.19	0
2010-01-07	23	21830	15699.005	4134.828	35437	20356	71840.689	272418.64	0
2010-01-08	0	16076	11087.266	2966.412	32208	18521	53313.999	204745.12	0
2010-01-08	1	11508	7770.13	1836.968	17981	10300	34559.844	128798.75	0
2010-01-08	2	7761	5280.545	1247.329	11898	6946	23682.801	86694.06	0
2010-01-08	3	5374	3737.713	901.608	8390	4803	17069.341	61651.29	0
2010-01-08	4	4044	2731.534	721.789	5961	3557	15318.65	52420.91	0.02
2010-01-08	5	3843	2706.456	606.067	5449	3584	13927.961	48653.44	0.01
2010-01-08	6	9641	6947.407	1443.758	14868	10033	27332.59	100757.48	0.01
2010-01-08	7	19416	14438.581	3339.203	31351	20340	49222.832	196742.86	0.01
2010-01-08	8	26316	19876.768	5076.069	41819	26611	61391.731	269722.96	0
2010-01-08	9	25604	18788.698	4966.277	37438	24125	56774.049	258767.39	0
2010-01-08	10	21102	15094.535	3679.308	30416	19292	45507.415	201542.59	0
2010-01-08	11	19874	14558.245	3493.039	30101	18751	45325.913	195498.17	0
2010-01-08	12	21161	15299.184	3789.951	33415	20657	48634.964	212021.55	0
2010-01-08	13	21271	15625.384	3767.698	33565	20630	50763.27	215659.96	0
2010-01-08	14	22951	16904.81	4190.276	37066	22345	55355.979	235586.3	0
2010-01-08	15	22668	16566.434	4341.207	36579	21591	58324.986	243405.76	0
2010-01-08	16	20560	15032.144	3807.142	32971	19616	52948.747	234955.25	0
2010-01-08	17	24843	18743.619	4660.846	42840	25308	60109.104	280211.26	0
2010-01-08	18	31287	23539.947	5998.952	54125	31706	75628.415	358059.06	0
2010-01-08	19	34156	25502.474	6373.01	60610	34621	81286.986	384520.82	0
2010-01-08	20	31729	23106.722	5655.16	54768	31124	79607.505	343618.6	0
2010-01-08	21	29200	21361.226	5098.313	51687	28742	75295.356	315650.09	0
2010-01-08	22	30092	22259.437	5491.402	55074	30111	81664.579	336209.21	0
2010-01-08	23	29459	22400.469	5977.168	53445	28852	90096.695	363139.66	0
2010-01-09	0	23969	18064.078	4842.17	54187	28929	75075.613	303837.26	0
2010-01-09	1	24100	17266.898	4208.251	41108	22593	69880.244	271155.95	0
2010-01-09	2	19702	13823.186	3402.105	33834	18462	59028.552	225007.54	0
2010-01-09	3	15310	10810.468	2611.916	25664	14084	47994.378	177433.82	0
2010-01-09	4	10054	6867.5	1806.527	15610	8633	35953.89	125916.18	0
2010-01-09	5	4467	3047.078	743.364	6292	3753	16867.879	57233.21	0
2010-01-09	6	4355	3082.293	706.493	6316	4028	17141.537	57197.5	0
2010-01-09	7	6283	4360.329	960.402	9272	5993	21175.959	73464.5	0
2010-01-09	8	9516	6596.764	1370.986	15045	9532	26626.295	98097.32	0
2010-01-09	9	14005	9776.956	2018.02	22984	14233	34520.03	134967.77	0
2010-01-09	10	17254	12159.974	2502.867	29121	17432	39300.318	159368.53	0
2010-01-09	11	20235	14649.506	3098.114	34478	20465	46058.808	189740.62	0
2010-01-09	12	22567	16377.286	3700.346	38543	22599	52489.786	219175.33	0
2010-01-09	13	23121	16673.596	4025.385	40586	23116	54804.586	231727.53	0
2010-01-09	14	22111	16006.225	3757.868	38073	21809	51645.117	216453.99	0
2010-01-09	15	23771	17505.715	4162.304	42177	23838	58492.224	239727.48	0
2010-01-09	16	23607	17090.969	4182.503	41866	23602	60107.609	243302.42	0
2010-01-09	17	24229	17979.95	4306.219	44715	24939	61415.091	248783.72	0
2010-01-09	18	28280	20962.607	5166.622	51045	28349	70173.559	287397.34	0
2010-01-09	19	31816	23800.669	5855.123	59848	32646	75540.812	320202.62	0
2010-01-09	20	29938	21792.594	5314.718	53081	28690	72085.402	311455.89	0
2010-01-09	21	27447	20229.966	4681.336	50377	26998	67193.702	285677.62	0
2010-01-09	22	30497	22851.616	5570.642	58119	30602	77312.616	328385.51	0
2010-01-09	23	32064	25119.357	6934.209	60708	31977	94655.36	396170.24	0
2010-01-10	0	26769	20710.044	5724.858	62263	32962	81544.288	339508.29	0
2010-01-10	1	28139	20379.73	5071.108	50783	27211	80787.462	318128.19	0
2010-01-10	2	23920	16994.113	4247.697	42186	22847	71562.857	275363.36	0
2010-01-10	3	18544	13199.319	3203.299	31975	17334	56971.189	214375.58	0
2010-01-10	4	12064	8055.96	2157.198	19116	10462	41098.916	147224.99	0
2010-01-10	5	4994	3332.652	823.223	7286	4237	18340.62	62930.32	0
2010-01-10	6	4052	2876.92	680.842	5856	3674	16917.233	55894.96	0
2010-01-10	7	4897	3407.575	752.835	7302	4556	18341.288	61574.26	0
2010-01-10	8	7091	4799.768	997.61	11125	6891	21912.708	78279.96	0
2010-01-10	9	10810	7467.844	1475.17	18227	10843	28802.006	108121.83	0
2010-01-10	10	15269	10813.079	2171.965	26912	15647	37999.978	148279.45	0
2010-01-10	11	19254	13831.838	2984.867	33982	19504	49378.508	194161.1	0
2010-01-10	12	22192	16164.798	3755.195	39386	22562	57265.037	231232.31	0
2010-01-10	13	22703	16489.443	3945.436	39562	22571	58666.101	238284.17	0
2010-01-10	14	22696	16654.085	4132.945	39916	22459	61195.481	247348.01	0
2010-01-10	15	21742	15627.536	3908.815	37995	21027	60554.586	240123.36	0
2010-01-10	16	21331	15870.568	4006.573	38280	21445	61609.16	243608.88	0
2010-01-10	17	22787	17185.583	4325.799	40472	22664	64521.441	254419.18	0
2010-01-10	18	23105	16907.904	4192.837	39428	22307	63074.11	249805.45	0
2010-01-10	19	20584	14675.863	3438.614	34466	19590	55462.977	215649.61	0
2010-01-10	20	18589	13315.321	3063.848	31929	18238	53843.727	210056.97	0
2010-01-10	21	17299	12437.43	2867.585	29337	16806	54277.875	206094.01	0
2010-01-10	22	15343	10856.969	2530.679	25256	14427	49183.124	183096.03	0
2010-01-10	23	12257	8657.45	2233.555	19555	11344	45440.689	162706.06	0
2010-01-11	0	7021	4911.233	1248.024	13278	7773	26231.142	93813.4	0
2010-01-11	1	5286	3558.071	862.381	7595	4567	18110.297	63241.32	0
2010-01-11	2	3443	2330.361	536.371	5159	3075	10806.287	38021.56	0
2010-01-11	3	2531	1745.887	387.772	3722	2268	8088.032	28088.65	0
2010-01-11	4	2486	1745.241	424.469	3707	2245	10239.775	34359.05	0
2010-01-11	5	3839	2762.226	595.245	5578	3711	14913.1	52248.41	0
2010-01-11	6	10238	7414.643	1540.308	16057	10722	31864.536	114695.83	0
2010-01-11	7	20030	14941.521	3396.707	32352	21093	54281.834	212650.2	0
2010-01-11	8	26606	20359.502	5080.209	42546	27171	64017.627	277561.98	0
2010-01-11	9	25849	18914.807	4862.167	37560	24323	61511.983	267139.72	0
2010-01-11	10	20885	14991.726	3736.239	30198	19150	50387.112	212488.25	0
2010-01-11	11	19825	14365.38	3484.312	30111	18869	49072.687	204675.83	0
2010-01-11	12	20492	14667.13	3524.594	31708	19742	48709.901	206170.12	0
2010-01-11	13	20448	14885.086	3502.002	31804	19735	49136.659	205501.86	0
2010-01-11	14	21951	16070.167	3938.118	35120	21545	53526.783	225899.18	0
2010-01-11	15	22243	15958.83	4130.21	36448	21613	56686.792	235490.03	0
2010-01-11	16	20506	15014.753	3815.295	33103	19992	54339.89	237742.7	0
2010-01-11	17	23895	17980.004	4533.95	40197	24206	59777.344	274567.32	0
2010-01-11	18	28687	21262.225	5418.961	47636	28701	70209.278	327844.42	0
2010-01-11	19	28135	20189.59	4888.403	45978	27731	70528.984	317088.52	0
2010-01-11	20	24289	17221.375	4068.642	39385	23632	65130.311	267816.76	0
2010-01-11	21	21973	15654.126	3662.545	36077	21634	64168.153	251660.03	0
2010-01-11	22	19307	13458.313	3274.616	31269	18515	58847.126	225982.76	0
2010-01-11	23	14717	10272.947	2638.077	22463	13516	50601.842	186567.56	0
2010-01-12	0	8604	5908.383	1493.827	16069	9511	29391.495	108695.96	0
2010-01-12	1	6438	4275.521	1021.487	9562	5679	20789.991	74130.43	0
2010-01-12	2	4126	2812.709	649.255	6183	3747	12704.393	45787.53	0
2010-01-12	3	2761	1904.874	429.735	4074	2436	8766.454	31189.28	0
2010-01-12	4	2450	1678.424	399.891	3539	2204	9119.179	31272.18	0
2010-01-12	5	3426	2483.449	495.246	4915	3278	11846.109	41874.21	0
2010-01-12	6	9602	7012.278	1382.06	14952	9957	27256.967	101115.75	0
2010-01-12	7	20497	15275.33	3420.042	32866	21661	52880.35	211558.78	0
2010-01-12	8	27781	21105.498	5293.63	44700	28454	65175.773	287617.44	0
2010-01-12	9	27282	20022.823	5191.752	39898	25876	62386.812	279372.46	0
2010-01-12	10	22766	16539.284	4131.812	33317	21080	51250.239	226076.82	0
2010-01-12	11	21817	15817.43	3831.496	32955	20624	49202.938	214253.3	0
2010-01-12	12	22502	16295.588	4087.967	34698	21553	51912.995	227295.51	0
2010-01-12	13	21889	16033.734	3975.921	33385	20811	51914.917	224308.06	0
2010-01-12	14	23807	17746.835	4548.704	37265	22908	58542.435	251601.93	0
2010-01-12	15	23756	17491.516	4650.105	38122	22866	61262.033	257969.5	0
2010-01-12	16	20658	15145.558	3880.767	33237	19873	54020.759	239982.21	0
2010-01-12	17	24246	18385.412	4706.162	41348	24892	60152.082	279787.54	0
2010-01-12	18	30330	22979.459	5999.6	51244	30731	72705.388	349563.95	0
2010-01-12	19	30914	22595.41	5605.583	50680	30653	75509.147	349853.17	0
2010-01-12	20	28597	20651.304	4917.127	46939	28331	76535.327	319035.12	0
2010-01-12	21	27672	20182.589	4771.399	47173	27897	76616.182	313332.9	0
2010-01-12	22	24694	17580.585	4367.665	40387	23700	71093.645	285518.3	0
2010-01-12	23	18971	13315.047	3489.783	30040	17688	62744.58	237934.45	0
2010-01-13	0	10701	7458.684	1895.537	20099	11909	35615.631	133790.76	0
2010-01-13	1	7846	5210.501	1215.259	11278	6851	23306.145	86288.49	0
2010-01-13	2	4967	3300.721	758.087	7324	4415	14906.087	55266.88	0
2010-01-13	3	3373	2287.855	526.77	5213	3042	10651.42	37749.99	0
2010-01-13	4	2855	1945.167	462.995	4162	2562	10691.63	36629.72	0
2010-01-13	5	3779	2675.806	563.875	5457	3590	14496.908	50797.8	0
2010-01-13	6	10319	7452.973	1513.117	15954	10728	31166.688	113989.57	0
2010-01-13	7	20643	15383.59	3497.761	33542	21792	54719.268	217420.6	0
2010-01-13	8	27805	21203.149	5358.565	44733	28561	66896.769	294437.52	0
2010-01-13	9	27566	20633.958	5347.043	41134	26524	64613.954	289312.96	0
2010-01-13	10	23615	17378.453	4294.494	34651	21978	53721.704	236976.5	0
2010-01-13	11	22601	16583.391	4084.852	34019	21267	52183.245	227870.97	0
2010-01-13	12	23448	17111.56	4385.625	36043	22402	53758.386	239398.03	0
2010-01-13	13	23138	17300.491	4288.202	35622	22052	54829.503	238997.46	0
2010-01-13	14	25204	18762.58	4976.973	39401	24308	64178.021	274982.13	0
2010-01-13	15	23288	16968.048	4551.294	36744	22045	59713.169	254736.75	0
2010-01-13	16	19799	14592.176	3814.259	31408	18874	52405.147	234161.15	0
2010-01-13	17	23649	18136.889	4652.116	39933	23856	59192.147	275180.09	0
2010-01-13	18	29644	22334.166	5831.486	49374	29540	70067.018	339379.45	0
2010-01-13	19	30871	22751.481	5732.796	51024	30591	76141.242	353871.87	0
2010-01-13	20	28413	20429.631	4997.21	46850	27971	75900.515	318806.42	0
2010-01-13	21	27301	19704.287	4750.72	45703	27070	79062.067	316838.57	0
2010-01-13	22	24879	17754.633	4347.141	41013	24045	74529.974	292810.78	0
2010-01-13	23	19568	13811.838	3657.309	31085	18165	64797.113	246358.2	0
2010-01-14	0	11532	8081.443	2087.357	22141	12932	37982.958	145110.16	0
2010-01-14	1	8637	5806.743	1348.78	12713	7569	26046.002	96099.89	0
2010-01-14	2	5676	3792.94	884.621	8646	5022	17469.195	63486.13	0
2010-01-14	3	3804	2581.233	603.85	5773	3399	12177.984	43585.72	0
2010-01-14	4	3452	2328.776	574.714	5213	3097	13486.21	46498.24	0
2010-01-14	5	3789	2774.993	570.682	5478	3542	14466.898	51029.14	0
2010-01-14	6	9848	7199.509	1425.379	15306	10155	29568.821	107586.86	0
2010-01-14	7	20787	15648.036	3502.353	33469	21813	54696.095	217142.51	0
2010-01-14	8	27360	20912.774	5260.649	43667	27804	65657.258	287112.1	0
2010-01-14	9	26589	19623.579	5109.737	38562	25137	61749.65	274444.54	0
2010-01-14	10	22336	16101.444	4014.01	32450	20634	49698.063	218943.85	0
2010-01-14	11	21085	15558.567	3866.466	31251	19792	48824.587	212499.53	0
2010-01-14	12	22378	16422.239	4321.378	33128	21231	52534.098	233206.34	0
2010-01-14	13	21983	16068.032	4178.467	32898	20464	53370.605	230413.23	0
2010-01-14	14	23255	17333.365	4547.848	35542	22083	58303.888	249902.41	0
2010-01-14	15	23190	17332.808	4793.469	36182	22028	62080.189	261852.9	0
2010-01-14	16	20290	14954.839	4066.526	30726	18637	54569.755	240669.73	0
2010-01-14	17	23920	18486.131	4896.807	40480	24211	61839.179	284096.17	0
2010-01-14	18	30221	23147.7	6222.161	49542	29861	73929.864	352798.22	0
2010-01-14	19	32205	24146.587	6186.624	52934	31637	81141.884	372969.45	0
2010-01-14	20	30173	22099.258	5436.08	49891	29587	81404.093	341550.16	0
2010-01-14	21	28794	21191.198	5207.783	48961	28558	84231.809	338164.41	0
2010-01-14	22	27646	20162.334	5036.446	46861	27074	83858.448	330124.57	0
2010-01-14	23	24039	17534.019	4655.703	39254	22658	81416.215	310142.18	0
2010-01-15	0	15243	10942.037	2880.503	30374	17486	50303.353	194575.56	0
2010-01-15	1	12328	8511.17	1999.819	18595	10944	37024.882	138519.83	0
2010-01-15	2	8547	5864.326	1370.618	13157	7621	26463.68	96694.36	0
2010-01-15	3	5595	3809.536	880.64	8622	4897	17448.734	62482.52	0
2010-01-15	4	4610	3109.042	784.012	7202	4143	17881.213	61309.87	0
2010-01-15	5	4338	3081.841	705.348	6248	3993	18257.796	64160.33	0
2010-01-15	6	9904	7207.386	1508.33	15232	10166	32143.203	116095.98	0
2010-01-15	7	19867	14771.266	3335.863	31999	20675	54598.377	212527.4	0
2010-01-15	8	26860	20445.292	5235.481	42410	27317	67656.155	289488.62	0
2010-01-15	9	26411	19481.164	5149.901	38208	24994	62054.266	275697.94	0
2010-01-15	10	22508	16376.564	4128.384	32853	20746	52040.098	225833.12	0
2010-01-15	11	21407	15932.042	4005.762	32250	20156	50439.332	218677.72	0
2010-01-15	12	22269	16414.675	4213.212	34169	21332	55528.428	237759.12	0
