city	service_request_id	status	service_name	service_code	requested_datetime	updated_datetime	address	lat	long
Chicago, IL	SR19-02824160	open	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-27T16:08:12-05:00	2019-11-14T23:06:58-06:00	1115 N Lockwood Ave	41.90091414576577	-87.75792044605075
Chicago, IL	SR19-02712604	open	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-12T17:31:17-05:00	2019-11-14T23:06:57-06:00	6448 S Saint Lawrence Ave	41.77707181654776	-87.61099905208205
Chicago, IL	SR19-02646298	closed	No Building Permit and Construction Violation	5c1849ce9e6e99eda0adaf4c	2019-10-04T09:03:01-05:00	2019-11-14T23:06:57-06:00	5240 W Winnemac Ave	41.972684875153334	-87.75933791337803
Chicago, IL	SR19-02645875	closed	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-04T08:26:42-05:00	2019-11-14T23:06:56-06:00	1107 W 61 St St	41.78310518587397	-87.65253700024248
Chicago, IL	SR19-02645504	closed	No Building Permit and Construction Violation	5c1849ce9e6e99eda0adaf4c	2019-10-04T07:42:34-05:00	2019-11-14T23:06:55-06:00	916 S Leavitt St	41.86993355077695	-87.68149942999845
Chicago, IL	SR19-02657199	open	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-05T13:58:06-05:00	2019-11-14T23:06:51-06:00	4420 W Wilcox St	41.878954519829854	-87.73632772724025
Chicago, IL	SR19-02641701	closed	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-03T15:12:42-05:00	2019-11-14T23:06:50-06:00	8537 S Essex Ave	41.73978848370295	-87.5633571502249
Chicago, IL	SR19-02540837	closed	No Building Permit and Construction Violation	5c1849ce9e6e99eda0adaf4c	2019-09-21T11:11:15-05:00	2019-11-14T23:06:50-06:00	8109 S Chappel Ave	41.74769083681983	-87.57442207444448
Chicago, IL	SR19-02641748	closed	No Building Permit and Construction Violation	5c1849ce9e6e99eda0adaf4c	2019-10-03T15:15:36-05:00	2019-11-14T23:06:49-06:00	7704 S Oglesby Ave	41.75513977889956	-87.56780695068598
Chicago, IL	SR19-02831377	closed	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-28T13:43:28-05:00	2019-11-14T23:06:49-06:00	8122 S Vernon Ave	41.7467426060372	-87.61390733063669
Chicago, IL	SR19-02831170	closed	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-28T13:31:00-05:00	2019-11-14T23:06:48-06:00	6319 S Hamilton Ave	41.77864635554972	-87.67751375506244
Chicago, IL	SR19-02475504	closed	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-09-13T11:09:27-05:00	2019-11-14T23:06:47-06:00	5251 S Wood St	41.79796598968862	-87.66931336449967
Chicago, IL	SR19-02795967	closed	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-23T14:46:53-05:00	2019-11-14T23:06:47-06:00	6949 S Throop St	41.76724344047423	-87.65633787318461
Chicago, IL	SR19-02796738	closed	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-23T15:55:44-05:00	2019-11-14T23:06:46-06:00	11807 S Emerald Ave	41.679441889549295	-87.64072338515922
Chicago, IL	SR19-02745288	open	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-17T09:41:58-05:00	2019-11-14T23:06:46-06:00	7223 S Hermitage Ave	41.76232470131861	-87.66714870556501
Chicago, IL	SR19-02744729	closed	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-17T08:59:35-05:00	2019-11-14T23:06:45-06:00	5808 S Loomis Blvd	41.7883128452191	-87.65985550943259
Chicago, IL	SR19-02795351	closed	No Building Permit and Construction Violation	5c1849ce9e6e99eda0adaf4c	2019-10-23T13:56:08-05:00	2019-11-14T23:06:45-06:00	1324 N Wolcott Ave	41.90582747736733	-87.6747041121915
Chicago, IL	SR19-02687669	closed	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-09T15:01:56-05:00	2019-11-14T23:06:43-06:00	7817 S Chappel Ave	41.75288835790761	-87.57454165317328
